Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A
898.281	-0.006	0.006	0.041	0.025
898.343	-0.012	0.000	0.049	0.041
898.406	0.000	-0.006	0.041	0.033
898.468	-0.006	-0.006	0.057	0.033
898.531	-0.006	0.000	0.041	0.041
898.593	-0.006	-0.006	0.049	0.033
898.656	-0.006	-0.006	0.041	0.033
898.718	-0.012	-0.006	0.049	0.033
898.781	0.000	0.006	0.041	0.033
898.843	0.000	-0.006	0.066	0.033
898.906	0.000	0.000	0.066	0.033
898.969	0.000	0.000	0.049	0.049
899.031	-0.006	-0.006	0.041	0.041
899.094	-0.006	0.000	0.049	0.033
899.156	-0.006	-0.006	0.025	0.041
899.219	-0.006	-0.012	0.049	0.033
899.281	0.000	-0.006	0.049	0.033
899.344	0.000	0.000	0.057	0.041
899.406	-0.006	0.000	0.041	0.033
899.469	0.006	0.000	0.041	0.033
899.532	-0.012	0.000	0.049	0.033
899.594	-0.006	0.000	0.033	0.041
899.657	-0.006	0.000	0.041	0.033
899.719	0.000	0.000	0.041	0.033
899.782	-0.012	-0.006	0.049	0.033
899.844	0.000	0.000	0.041	0.033
899.907	-0.006	0.006	0.049	0.041
899.969	-0.006	0.000	0.049	0.033
900.032	-0.012	-0.006	0.041	0.033
900.094	0.000	-0.006	0.057	0.033
900.157	-0.006	0.006	0.057	0.033
900.220	0.000	-0.006	0.049	0.033
900.282	0.000	0.006	0.033	0.041
900.345	-0.006	0.000	0.041	0.033
900.407	-0.006	-0.006	0.049	0.033
900.470	0.000	0.000	0.049	0.033
900.532	0.000	0.006	0.057	0.025
900.595	-0.012	-0.006	0.057	0.033
900.657	-0.006	0.000	0.049	0.041
900.720	-0.006	-0.006	0.041	0.025
900.783	0.000	0.000	0.041	0.041
900.845	0.000	-0.006	0.057	0.033
900.908	-0.006	0.000	0.057	0.025
900.970	-0.006	-0.006	0.057	0.025
901.033	-0.006	0.000	0.057	0.049
901.095	-0.006	0.000	0.033	0.033
901.158	0.006	-0.006	0.049	0.041
901.220	0.000	-0.006	0.057	0.033
901.283	0.000	-0.006	0.057	0.033
901.345	-0.006	-0.006	0.049	0.033
901.408	0.000	-0.012	0.049	0.041
901.471	-0.012	0.000	0.049	0.033
901.533	0.000	-0.006	0.041	0.025
901.596	-0.012	-0.006	0.049	0.033
901.658	-0.006	-0.006	0.049	0.041
901.721	0.000	-0.006	0.049	0.041
901.783	0.000	0.000	0.049	0.041
901.846	0.006	0.000	0.066	0.033
901.908	0.006	0.000	0.057	0.033
901.971	-0.006	0.000	0.041	0.025
902.034	-0.006	-0.006	0.057	0.041
902.096	-0.006	-0.006	0.057	0.041
902.159	-0.006	0.006	0.049	0.033
902.221	-0.012	0.000	0.041	0.033
902.284	-0.006	-0.006	0.041	0.041
902.346	-0.012	-0.012	0.041	0.049
902.409	0.000	-0.006	0.041	0.033
902.471	0.000	-0.006	0.057	0.033
902.534	-0.012	0.000	0.049	0.025
902.596	0.000	-0.012	0.049	0.033
902.659	-0.012	-0.012	0.049	0.033
902.722	0.000	-0.006	0.057	0.041
902.784	0.000	-0.006	0.041	0.033
902.847	0.000	0.000	0.049	0.033
902.909	0.000	0.000	0.057	0.041
902.972	-0.006	-0.006	0.041	0.041
903.034	-0.012	0.000	0.049	0.033
903.097	0.000	0.000	0.041	0.033
903.159	-0.006	-0.006	0.049	0.033
903.222	-0.006	-0.012	0.041	0.025
903.285	-0.006	0.000	0.041	0.049
903.347	-0.006	0.000	0.049	0.025
903.410	0.000	0.000	0.066	0.041
903.472	-0.006	0.000	0.033	0.033
903.535	-0.006	-0.006	0.049	0.049
903.597	0.000	0.000	0.033	0.033
903.660	-0.006	-0.006	0.033	0.049
903.722	-0.006	-0.006	0.049	0.033
903.785	-0.006	0.000	0.049	0.041
903.847	-0.006	0.000	0.057	0.033
903.910	-0.006	0.006	0.041	0.025
903.973	0.000	0.000	0.041	0.041
904.035	-0.006	-0.006	0.057	0.033
904.098	-0.006	-0.012	0.049	0.057
904.160	0.000	-0.006	0.057	0.033
904.223	-0.006	0.000	0.049	0.033
904.285	-0.012	0.000	0.057	0.033
904.348	0.006	0.006	0.041	0.033
904.410	-0.006	0.000	0.057	0.033
904.473	-0.006	0.000	0.057	0.033
904.536	-0.006	-0.012	0.041	0.033
904.598	0.000	0.006	0.049	0.033
904.661	-0.006	-0.006	0.057	0.049
904.723	0.006	-0.012	0.049	0.033
904.786	-0.006	-0.006	0.041	0.049
904.848	-0.006	-0.006	0.049	0.033
904.911	0.000	0.006	0.033	0.016
904.973	0.006	0.006	0.049	0.033
905.036	0.000	0.000	0.041	0.033
905.098	-0.006	-0.012	0.057	0.033
905.161	0.006	0.000	0.049	0.041
905.224	0.000	0.000	0.049	0.033
905.286	-0.006	0.000	0.049	0.041
905.349	-0.006	0.000	0.049	0.033
905.411	-0.006	0.000	0.057	0.041
905.474	0.000	-0.012	0.049	0.025
905.536	0.000	0.000	0.049	0.033
905.599	0.000	0.000	0.049	0.033
905.661	0.000	0.000	0.041	0.041
905.724	-0.006	0.006	0.049	0.041
905.787	0.000	-0.006	0.057	0.041
905.849	-0.006	-0.006	0.057	0.049
905.912	0.000	0.000	0.066	0.033
905.974	-0.006	0.006	0.049	0.049
906.037	-0.006	0.000	0.057	0.049
906.099	-0.006	-0.006	0.066	0.041
906.162	0.000	-0.012	0.049	0.041
906.224	-0.006	-0.012	0.049	0.033
906.287	-0.006	-0.006	0.049	0.041
906.349	0.000	-0.006	0.049	0.041
906.412	-0.006	0.000	0.057	0.041
906.475	-0.006	-0.006	0.049	0.041
