Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A
26.834	0.003	0.001	0.049	0.025
26.896	-0.003	-0.005	0.057	0.041
26.959	0.003	0.001	0.049	0.033
27.022	0.009	0.001	0.041	0.033
27.084	-0.003	-0.005	0.057	0.041
27.147	-0.003	-0.005	0.041	0.025
27.209	0.009	-0.005	0.041	0.033
27.272	-0.003	-0.005	0.049	0.041
27.334	0.009	0.001	0.049	0.041
27.397	-0.009	-0.005	0.041	0.033
27.459	0.003	-0.005	0.049	0.041
27.522	-0.003	0.001	0.057	0.033
27.585	0.009	-0.005	0.049	0.033
27.647	-0.003	-0.005	0.049	0.041
27.710	0.003	-0.011	0.041	0.025
27.772	0.003	0.001	0.033	0.025
27.835	-0.003	0.001	0.033	0.049
27.897	0.003	-0.005	0.033	0.033
27.960	-0.003	0.001	0.049	0.041
28.022	-0.003	-0.011	0.066	0.049
28.085	0.003	0.001	0.049	0.033
28.147	0.009	-0.005	0.049	0.041
28.210	0.003	0.001	0.049	0.033
28.273	-0.003	0.001	0.041	0.033
28.335	0.003	-0.005	0.057	0.041
28.398	0.009	0.001	0.033	0.033
28.460	0.003	-0.011	0.041	0.033
28.523	-0.009	-0.005	0.049	0.041
28.585	-0.003	-0.005	0.049	0.033
28.648	0.003	0.001	0.049	0.033
28.710	-0.003	-0.005	0.041	0.041
28.773	-0.009	0.001	0.049	0.033
28.836	-0.003	0.001	0.049	0.033
28.898	0.003	0.001	0.057	0.033
28.961	0.003	-0.005	0.041	0.033
29.023	-0.003	0.001	0.049	0.041
29.086	-0.003	0.001	0.049	0.033
29.148	0.003	-0.005	0.057	0.041
29.211	-0.003	0.007	0.057	0.041
29.273	-0.003	0.007	0.041	0.041
29.336	-0.009	0.001	0.057	0.041
29.398	-0.003	-0.005	0.066	0.049
29.461	0.009	-0.005	0.057	0.041
29.524	-0.009	0.001	0.049	0.041
29.586	0.009	0.001	0.049	0.033
29.649	0.003	0.001	0.049	0.033
29.711	-0.003	-0.005	0.057	0.041
29.774	-0.003	-0.011	0.049	0.041
29.836	0.003	0.001	0.049	0.033
29.899	0.009	-0.005	0.033	0.025
29.961	0.003	0.007	0.049	0.033
30.024	-0.003	-0.005	0.049	0.033
30.087	0.003	0.001	0.049	0.041
30.149	-0.003	-0.017	0.066	0.041
30.212	0.003	0.001	0.049	0.041
30.274	-0.003	-0.005	0.041	0.041
30.337	-0.009	-0.011	0.066	0.033
30.399	-0.003	-0.005	0.033	0.033
30.462	0.003	-0.005	0.049	0.033
30.524	-0.003	-0.005	0.049	0.041
30.587	0.003	0.001	0.041	0.033
30.649	-0.003	-0.005	0.057	0.033
30.712	0.009	-0.005	0.057	0.033
30.775	0.003	-0.005	0.033	0.041
30.837	-0.003	0.007	0.057	0.033
30.900	-0.003	0.001	0.041	0.041
30.962	0.003	-0.005	0.049	0.041
31.025	0.003	-0.005	0.049	0.033
31.087	-0.009	0.001	0.041	0.025
31.150	-0.009	-0.005	0.057	0.033
31.212	-0.003	0.001	0.049	0.041
31.275	0.003	-0.005	0.057	0.033
31.338	-0.003	-0.005	0.041	0.041
