Time (ms)	Ch1 V	Ch2 V	Ch3 V	Ch1 A	Ch2 A	Ch3 A
0.809	4.079	9.546	-13.705	0.278	0.442	-0.205
0.812	4.097	9.534	-13.711	0.262	0.459	-0.197
0.815	4.110	9.528	-13.717	0.270	0.451	-0.188
0.818	4.128	9.516	-13.723	0.262	0.451	-0.205
0.820	4.134	9.504	-13.729	0.262	0.442	-0.205
0.823	4.140	9.498	-13.729	0.262	0.442	-0.197
0.826	4.158	9.492	-13.723	0.246	0.459	-0.205
0.829	4.170	9.479	-13.735	0.262	0.451	-0.213
0.832	4.189	9.479	-13.735	0.262	0.451	-0.205
0.834	4.189	9.461	-13.741	0.254	0.459	-0.213
0.837	4.207	9.455	-13.747	0.270	0.451	-0.197
0.840	4.219	9.455	-13.760	0.254	0.451	-0.205
0.843	4.244	9.443	-13.747	0.254	0.451	-0.197
0.846	4.244	9.431	-13.760	0.278	0.451	-0.205
0.848	4.256	9.419	-13.760	0.278	0.459	-0.205
0.851	4.274	9.406	-13.772	0.278	0.459	-0.197
0.854	4.280	9.406	-13.778	0.278	0.451	-0.213
0.857	4.292	9.394	-13.772	0.270	0.451	-0.213
0.860	4.317	9.388	-13.778	0.287	0.451	-0.205
0.862	4.317	9.382	-13.778	0.287	0.451	-0.197
0.865	4.329	9.382	-13.790	0.278	0.451	-0.213
0.868	4.347	9.358	-13.802	0.270	0.459	-0.205
0.871	4.359	9.352	-13.796	0.287	0.467	-0.213
0.874	4.377	9.339	-13.802	0.287	0.451	-0.213
0.876	4.384	9.327	-13.802	0.287	0.451	-0.205
0.879	4.402	9.327	-13.814	0.278	0.459	-0.205
0.882	4.420	9.309	-13.808	0.287	0.442	-0.221
0.885	4.426	9.303	-13.814	0.287	0.459	-0.205
0.888	4.438	9.297	-13.814	0.270	0.451	-0.197
0.890	4.451	9.291	-13.827	0.278	0.451	-0.221
0.893	4.463	9.272	-13.833	0.287	0.442	-0.213
0.896	4.481	9.260	-13.833	0.270	0.459	-0.213
0.899	4.493	9.260	-13.827	0.270	0.459	-0.205
0.902	4.499	9.242	-13.839	0.287	0.451	-0.205
