Time (ms)	Ch1 V	Ch2 V	Ch3 V	Ch1 A	Ch2 A	Ch3 A
1.402	7.556	11.653	11.464	1.262	1.294	1.259
1.408	7.586	11.653	11.464	1.262	1.286	1.275
1.413	7.604	11.653	11.458	1.270	1.270	1.267
1.418	7.623	11.647	11.458	1.262	1.286	1.267
1.423	7.659	11.641	11.452	1.270	1.278	1.267
1.428	7.677	11.647	11.446	1.262	1.278	1.267
1.433	7.696	11.641	11.452	1.254	1.286	1.259
1.438	7.720	11.641	11.446	1.270	1.278	1.251
1.443	7.744	11.635	11.452	1.278	1.270	1.259
1.448	7.775	11.629	11.446	1.270	1.270	1.259
1.453	7.787	11.629	11.446	1.262	1.278	1.259
1.459	7.817	11.635	11.434	1.278	1.270	1.259
1.464	7.836	11.623	11.434	1.262	1.270	1.275
1.469	7.866	11.629	11.434	1.270	1.278	1.267
1.474	7.884	11.623	11.428	1.270	1.286	1.259
1.479	7.915	11.616	11.434	1.270	1.270	1.259
1.484	7.933	11.616	11.422	1.262	1.270	1.267
1.489	7.951	11.604	11.422	1.262	1.270	1.267
1.494	7.970	11.610	11.416	1.270	1.270	1.259
1.499	8.012	11.604	11.422	1.262	1.270	1.267
1.504	8.030	11.610	11.409	1.270	1.278	1.267
1.510	8.055	11.604	11.416	1.270	1.286	1.259
1.515	8.073	11.598	11.409	1.254	1.286	1.259
1.520	8.104	11.598	11.403	1.262	1.270	1.267
1.525	8.122	11.598	11.409	1.270	1.262	1.267
1.530	8.146	11.592	11.397	1.254	1.278	1.251
1.535	8.164	11.586	11.397	1.254	1.278	1.259
1.540	8.195	11.586	11.391	1.262	1.270	1.267
1.545	8.213	11.586	11.397	1.270	1.278	1.251
1.550	8.237	11.580	11.385	1.254	1.278	1.251
1.555	8.262	11.574	11.385	1.245	1.270	1.259
1.561	8.292	11.574	11.379	1.254	1.262	1.259
1.566	8.311	11.562	11.379	1.262	1.278	1.259
1.571	8.329	11.574	11.379	1.245	1.253	1.259
1.576	8.353	11.568	11.373	1.254	1.270	1.259
1.581	8.377	11.568	11.373	1.245	1.278	1.242
1.586	8.396	11.562	11.367	1.262	1.262	1.259
1.591	8.432	11.556	11.367	1.254	1.270	1.259
1.596	8.432	11.549	11.361	1.270	1.270	1.251
1.601	8.457	11.556	11.367	1.254	1.270	1.259
1.606	8.487	11.549	11.355	1.254	1.270	1.251
1.612	8.518	11.549	11.349	1.262	1.270	1.259
1.617	8.530	11.556	11.355	1.254	1.270	1.251
1.622	8.554	11.549	11.361	1.262	1.270	1.259
1.627	8.584	11.543	11.355	1.254	1.262	1.259
1.632	8.609	11.543	11.355	1.262	1.262	1.259
1.637	8.627	11.537	11.342	1.254	1.262	1.251
1.642	8.651	11.537	11.349	1.237	1.270	1.242
1.647	8.670	11.537	11.342	1.278	1.270	1.259
1.652	8.688	11.531	11.349	1.254	1.262	1.251
1.657	8.725	11.531	11.342	1.237	1.262	1.267
1.663	8.743	11.525	11.342	1.254	1.270	1.267
1.668	8.767	11.519	11.336	1.237	1.270	1.267
1.673	8.785	11.531	11.330	1.229	1.278	1.251
1.678	8.798	11.531	11.336	1.254	1.270	1.251
1.683	8.822	11.513	11.342	1.262	1.270	1.251
1.688	8.846	11.525	11.324	1.262	1.270	1.267
1.693	8.871	11.513	11.324	1.245	1.270	1.251
1.698	8.889	11.513	11.324	1.245	1.262	1.251
1.703	8.907	11.525	11.330	1.254	1.262	1.242
1.708	8.932	11.519	11.330	1.262	1.278	1.242
1.714	8.944	11.519	11.330	1.254	1.262	1.259
1.719	8.962	11.519	11.330	1.254	1.278	1.251
1.724	8.980	11.519	11.330	1.245	1.253	1.242
1.729	8.992	11.513	11.312	1.254	1.270	1.251
1.734	9.035	11.513	11.324	1.254	1.270	1.259
1.739	9.041	11.513	11.318	1.245	1.262	1.251
1.744	9.059	11.519	11.324	1.254	1.270	1.251
1.749	9.090	11.513	11.318	1.245	1.262	1.259
1.754	9.102	11.513	11.330	1.245	1.253	1.259
1.759	9.132	11.513	11.318	1.245	1.262	1.259
1.765	9.151	11.507	11.324	1.262	1.253	1.251
1.770	9.163	11.513	11.330	1.270	1.270	1.251
1.775	9.187	11.507	11.318	1.254	1.262	1.242
1.780	9.212	11.507	11.318	1.254	1.253	1.251
1.785	9.230	11.513	11.318	1.262	1.262	1.242
1.790	9.242	11.507	11.312	1.254	1.270	1.259
1.795	9.272	11.501	11.318	1.262	1.262	1.251
1.800	9.285	11.513	11.306	1.254	1.262	1.242
1.805	9.309	11.507	11.306	1.254	1.253	1.242
1.810	9.327	11.495	11.306	1.245	1.253	1.242
1.816	9.339	11.501	11.306	1.254	1.253	1.251
1.821	9.370	11.501	11.312	1.245	1.253	1.251
1.826	9.382	11.501	11.306	1.245	1.253	1.242
1.831	9.400	11.495	11.294	1.237	1.253	1.251
1.836	9.413	11.495	11.300	1.245	1.262	1.234
1.841	9.437	11.489	11.294	1.237	1.270	1.242
1.846	9.461	11.489	11.300	1.245	1.262	1.259
1.851	9.479	11.483	11.288	1.245	1.262	1.242
1.856	9.492	11.489	11.288	1.245	1.253	1.242
1.861	9.504	11.483	11.294	1.237	1.253	1.251
1.867	9.528	11.476	11.288	1.254	1.270	1.251
1.872	9.540	11.476	11.276	1.229	1.262	1.242
1.877	9.565	11.476	11.282	1.237	1.253	1.251
1.882	9.577	11.470	11.282	1.237	1.253	1.242
1.887	9.595	11.458	11.269	1.245	1.253	1.242
1.892	9.613	11.452	11.269	1.229	1.262	1.251
1.897	9.626	11.458	11.257	1.237	1.262	1.242
1.902	9.644	11.452	11.263	1.237	1.262	1.251
1.907	9.674	11.446	11.263	1.229	1.262	1.242
1.912	9.686	11.446	11.257	1.237	1.253	1.242
1.918	9.699	11.440	11.257	1.237	1.253	1.242
1.923	9.723	11.440	11.257	1.237	1.262	1.242
1.928	9.735	11.434	11.245	1.221	1.262	1.242
1.933	9.753	11.440	11.245	1.237	1.262	1.242
1.938	9.772	11.428	11.239	1.229	1.253	1.242
1.943	9.784	11.428	11.245	1.229	1.253	1.251
1.948	9.808	11.422	11.239	1.229	1.245	1.242
1.953	9.820	11.422	11.233	1.229	1.253	1.234
1.958	9.857	11.416	11.227	1.245	1.253	1.242
1.963	9.869	11.416	11.227	1.221	1.262	1.242
1.969	9.881	11.409	11.221	1.229	1.253	1.242
1.974	9.912	11.403	11.221	1.229	1.253	1.226
1.979	9.924	11.391	11.215	1.229	1.253	1.234
1.984	9.936	11.403	11.215	1.237	1.245	1.242
1.989	9.954	11.397	11.202	1.237	1.245	1.234
1.994	9.985	11.391	11.202	1.237	1.237	1.242
1.999	10.003	11.391	11.196	1.237	1.262	1.234
2.004	10.015	11.373	11.190	1.237	1.245	1.242
2.009	10.034	11.373	11.190	1.237	1.245	1.234
2.014	10.052	11.373	11.190	1.237	1.245	1.234
2.020	10.070	11.373	11.178	1.237	1.245	1.242
2.025	10.082	11.361	11.172	1.245	1.245	1.234
