Time (ms)	Ch1 V	Ch2 V	Ch3 V	Ch1 A	Ch2 A	Ch3 A
0.532	3.148	9.242	-14.046	-0.147	0.434	-0.180
0.534	3.160	9.230	-14.046	-0.164	0.434	-0.188
0.537	3.184	9.224	-14.052	-0.147	0.442	-0.197
0.539	3.190	9.230	-14.046	-0.156	0.434	-0.180
0.541	3.202	9.224	-14.052	-0.172	0.442	-0.197
0.544	3.221	9.212	-14.052	-0.172	0.434	-0.197
0.546	3.233	9.212	-14.058	-0.164	0.434	-0.205
0.549	3.251	9.205	-14.052	-0.172	0.442	-0.188
0.551	3.251	9.199	-14.058	-0.156	0.442	-0.188
0.554	3.276	9.193	-14.058	-0.164	0.442	-0.205
0.556	3.288	9.187	-14.058	-0.147	0.442	-0.205
0.559	3.288	9.181	-14.058	-0.156	0.442	-0.205
0.561	3.306	9.175	-14.052	-0.156	0.442	-0.197
0.563	3.318	9.175	-14.064	-0.147	0.442	-0.197
0.566	3.342	9.163	-14.058	-0.156	0.442	-0.197
0.568	3.355	9.163	-14.052	-0.156	0.434	-0.197
0.571	3.367	9.157	-14.058	-0.139	0.426	-0.213
0.573	3.379	9.151	-14.052	-0.147	0.434	-0.205
0.576	3.391	9.139	-14.058	-0.172	0.434	-0.205
0.578	3.403	9.139	-14.052	-0.147	0.442	-0.197
0.581	3.416	9.132	-14.058	-0.139	0.434	-0.188
0.583	3.428	9.132	-14.058	-0.139	0.434	-0.205
0.586	3.452	9.126	-14.064	-0.147	0.442	-0.188
0.588	3.458	9.120	-14.064	-0.147	0.434	-0.205
0.590	3.464	9.102	-14.064	-0.147	0.434	-0.197
0.593	3.483	9.102	-14.046	-0.147	0.434	-0.197
0.595	3.501	9.108	-14.058	-0.147	0.434	-0.197
0.598	3.507	9.102	-14.064	-0.139	0.434	-0.197
0.600	3.519	9.096	-14.070	-0.139	0.434	-0.205
0.603	3.531	9.084	-14.076	-0.164	0.434	-0.205
0.605	3.543	9.078	-14.064	-0.156	0.442	-0.197
0.608	3.568	9.078	-14.064	-0.147	0.434	-0.205
0.610	3.580	9.065	-14.070	-0.147	0.434	-0.205
0.612	3.592	9.059	-14.058	-0.156	0.434	-0.197
0.615	3.604	9.059	-14.070	-0.156	0.434	-0.213
0.617	3.616	9.053	-14.064	-0.156	0.434	-0.205
0.620	3.629	9.053	-14.064	-0.147	0.434	-0.205
0.622	3.653	9.047	-14.076	-0.147	0.434	-0.205
0.625	3.659	9.047	-14.070	-0.164	0.434	-0.205
0.627	3.671	9.041	-14.070	-0.156	0.442	-0.205
0.630	3.683	9.035	-14.076	-0.131	0.434	-0.205
0.632	3.702	9.023	-14.076	-0.147	0.434	-0.213
0.635	3.714	9.023	-14.082	-0.156	0.442	-0.197
0.637	3.732	9.005	-14.076	-0.147	0.426	-0.205
0.639	3.744	9.017	-14.076	-0.147	0.442	-0.213
0.642	3.756	9.005	-14.076	-0.156	0.434	-0.205
0.644	3.769	8.998	-14.070	-0.139	0.434	-0.205
0.647	3.787	8.986	-14.070	-0.156	0.434	-0.213
0.649	3.799	8.992	-14.082	-0.139	0.434	-0.213
0.652	3.811	8.980	-14.070	-0.156	0.434	-0.205
